id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link;keywords;Area
2942;FNLU;large_airport;Quatro de Fevereiro Airport;-8,85837;13,2312;243;AF;AO;AO-LUA;Luanda;yes;FNLU;LAD;;;https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport;4 de Fevereiro;
2088;DFFD;large_airport;Ouagadougou Airport;596412;-1,51242;1037;AF;BF;BF-KAD;Ouagadougou;yes;DFFD;OUA;;;https://en.wikipedia.org/wiki/Ouagadougou_Airport;;
2864;FBSK;large_airport;Sir Seretse Khama International Airport;-24,555201;25,9182;3299;AF;BW;BW-SE;Gaborone;yes;FBSK;GBE;;;https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport;;
3040;FZAA;large_airport;Ndjili International Airport;-4,38575;15,4446;1027;AF;CD;CD-KN;Kinshasa;yes;FZAA;FIH;;;https://en.wikipedia.org/wiki/N%27djili_Airport;;
3183;HECA;large_airport;Cairo International Airport;30,12190055847170;31,40559959411620;382;AF;EG;EG-C;Cairo;yes;HECA;CAI;;;https://en.wikipedia.org/wiki/Cairo_International_Airport;;
3186;HEGN;large_airport;Hurghada International Airport;27,178300857543900;33,799400329589800;52;AF;EG;EG-BA;Hurghada;yes;HEGN;HRG;;;https://en.wikipedia.org/wiki/Hurghada_International_Airport;Al Ghardaqah, ЎІўДЎЇЎ±ЎѓўВЎ©;
3191;HELX;large_airport;Luxor International Airport;25,671;32,7066;294;AF;EG;EG-KN;Luxor;yes;HELX;LXR;;;https://en.wikipedia.org/wiki/Luxor_International_Airport;;
3157;HAAB;large_airport;Addis Ababa Bole International Airport;8,97789001465;38,799301147500000;7630;AF;ET;ET-AA;Addis Ababa;yes;HAAB;ADD;;http://www.ethiopianairports.com;https://en.wikipedia.org/wiki/Bole_International_Airport;Haile Selassie I, Bole International Airport;
2090;DGAA;large_airport;Kotoka International Airport;5,605189800262450;-0,16678600013256100;205;AF;GH;GH-AA;Accra;yes;DGAA;ACC;;;https://en.wikipedia.org/wiki/Kotoka_International_Airport;;
3206;HKJK;large_airport;Jomo Kenyatta International Airport;-1,31923997402;36,9277992249;5330;AF;KE;KE-110;Nairobi;yes;HKJK;NBO;;http://www.kenyaairports.com/jkia/IndexJkia.php;https://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport;Jkia Airport, Embakasi Airport, Nairobi International Airport;
3213;HKMO;large_airport;Mombasa Moi International Airport;-4,034830093383790;39,594200134277300;200;AF;KE;KE-300;Mombasa;yes;HKMO;MBA;;http://www.kenyaairports.co.ke/kaa/airports/moi/;https://en.wikipedia.org/wiki/Moi_International_Airport;;
3099;GLRB;large_airport;Roberts International Airport;6,23379;-10,3623;31;AF;LR;LR-MG;Monrovia;yes;GLRB;ROB;;;https://en.wikipedia.org/wiki/Roberts_International_Airport;;
3227;HLLT;large_airport;Tripoli International Airport;32,6635017395;13,1590003967;263;AF;LY;LY-TB;Tripoli;yes;HLLT;TIP;;;https://en.wikipedia.org/wiki/Tripoli_International_Airport;;
3113;GMMN;large_airport;Mohammed V International Airport;33,36750030517580;-7,589970111846920;656;AF;MA;MA-CAS;Casablanca;yes;GMMN;CMN;;http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C;https://en.wikipedia.org/wiki/Mohammed_V_International_Airport;CAS, Casabianca, Nouasseur;
2908;FMMI;large_airport;Ivato Airport;-18,7969;47,478802;4198;AF;MG;MG-T;Antananarivo;yes;FMMI;TNR;;;https://en.wikipedia.org/wiki/Ivato_Airport;;
3066;GABS;large_airport;Modibo Keita International Airport;1254944;-7,94994;1247;AF;ML;ML-2;Bamako;yes;GABS;BKO;;;https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport;Senou Airport;
323315;GQNO;large_airport;NouakchottвАУOumtounsy International Airport;18,31;-15,9697222;9;AF;MR;MR-NKC;Nouakchott;yes;GQNO;NKC;;;https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport;Nouakchott,Oumtounsy;
2878;FIMP;large_airport;Sir Seewoosagur Ramgoolam International Airport;-20,430201;57,683601;186;AF;MU;MU-GP;Port Louis;yes;FIMP;MRU;;http://aml.mru.aero/;https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport;Plaisance International Airport;
2975;FQMA;large_airport;Maputo Airport;-25,920799;32,572601;145;AF;MZ;MZ-MPM;Maputo;yes;FQMA;MPM;;;https://en.wikipedia.org/wiki/Maputo_International_Airport;;
3039;FYWH;large_airport;Hosea Kutako International Airport;-22,4799;17,4709;5640;AF;NA;NA-KH;Windhoek;yes;FYWH;WDH;;http://airports.com.na/;https://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport;J.G. Strijdom Airport;
2125;DRRN;large_airport;Diori Hamani International Airport;13,4815;2,18361;732;AF;NE;NE-8;Niamey;yes;DRRN;NIM;;;https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport;;
2104;DNAA;large_airport;Nnamdi Azikiwe International Airport;9,006790161132810;7,263169765472410;1123;AF;NG;NG-FC;Abuja;yes;DNAA;ABV;;http://www.faannigeria.org/nigeria-airport.php?airport=3;https://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport;;
309668;DNAI;large_airport;Akwa Ibom International Airport;2492872;8,093;170;AF;NG;NG-AK;Uyo;yes;DNAI;QUO;;http://www.ibomairport.com.ng/;https://en.wikipedia.org/wiki/Akwa_Ibom_Airport;;
2115;DNKN;large_airport;Mallam Aminu International Airport;12,0476;8,52462;1562;AF;NG;NG-KN;Kano;yes;DNKN;KAN;;http://www.faannigeria.org/nigeria-airport.php?airport=2;https://en.wikipedia.org/wiki/Mallam_Aminu_Kano_International_Airport;;
2118;DNMM;large_airport;Murtala Muhammed International Airport;6,5773701667785600;3,321160078048710;135;AF;NG;NG-LA;Lagos;yes;DNMM;LOS;;http://www.faannigeria.org/nigeria-airport.php?airport=1;https://en.wikipedia.org/wiki/Murtala_Mohammed_International_Airport;;
3237;HRYR;large_airport;Kigali International Airport;-1,96863;30,1395;4859;AF;RW;RW-01;Kigali;yes;HRYR;KGL;;;https://en.wikipedia.org/wiki/Kigali_International_Airport;Gregoire Kayibanda International Airport, Kanombe International Airport;
2993;FSIA;large_airport;Seychelles International Airport;-4,67434;55,521801;10;AF;SC;SC-20;Mahe Island;yes;FSIA;SEZ;;;https://en.wikipedia.org/wiki/Seychelles_International_Airport;;
3249;HSSS;large_airport;Khartoum International Airport;15,589500427246100;32,553199768066400;1265;AF;SD;SD-03;Khartoum;yes;HSSS;KRT;;;https://en.wikipedia.org/wiki/Khartoum_International_Airport;;
3095;GFLL;large_airport;Lungi International Airport;8,61644;-13,1955;84;AF;SL;SL-N;Freetown;yes;GFLL;FNA;;http://www.freetownairport.com/;https://en.wikipedia.org/wiki/Lungi_International_Airport;;
325736;GOBD;large_airport;Blaise Diagne International Airport;14,67;-17,073333;290;AF;SN;SN-DK;Dakar;yes;GOBD;DSS;;http://www.dakaraeroport.com/;https://en.wikipedia.org/wiki/Blaise_Diagne_International_Airport;dakar,new dakar airport, dakar airport, diass airport;
3125;GOOY;large_airport;L√©opold S√©dar Senghor International Airport;14,739700317382800;-17,49020004272460;85;AF;SN;SN-DK;Dakar;yes;GOOY;DKR;;http://www.aeroportdakar.com/;https://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport;;
3171;HCMH;large_airport;Egal International Airport;9,513207;44,082389;4471;AF;SO;SO-WO;Hargeisa;yes;HCMH;HGA;;http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.somalilandaviation.com%2F&h=AT2r8UIJqOYWDa0S_hV1mbRmYgqrpbW3KArb9oL43ykG2KOE0Obep;https://en.wikipedia.org/wiki/Hargeisa_International_Airport;Madaarka Caalamiga a ee Cigaal, ўЕЎЈЎІЎ± ўЗЎ±ЎђўКЎ≥ЎІ Ў•ўКЎЇЎІўД ЎІўДЎѓўИўДўКЎ©вАО);
3247;HSSJ;large_airport;Juba International Airport;4,87201023102;31,6011009216;1513;AF;SS;SS-17;Juba;yes;HSSJ;JUB;;;https://en.wikipedia.org/wiki/Juba_Airport;JIA;
308033;FDSK;large_airport;King Mswati III International Airport;-26,358611;31,716944;1092;AF;SZ;SZ-LU;;yes;FDSK;SHO;;http://www.eswacaa.co.sz/airports/kingmswatiIII/;https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport;Sikhuphe International Airport;
2998;FTTJ;large_airport;N'Djamena International Airport;12,1337;15,034;968;AF;TD;TD-CB;N'Djamena;yes;FTTJ;NDJ;;;https://en.wikipedia.org/wiki/N'Djamena_International_Airport;Ndjamena Hassan Djamous;
2133;DTTA;large_airport;Tunis Carthage International Airport;36,85100173950200;10,22719955444340;22;AF;TN;TN-11;Tunis;yes;DTTA;TUN;;http://www.oaca.nat.tn/english/div_horizontal_tunis_airport_eng.htm;https://en.wikipedia.org/wiki/Tunis-Carthage_International_Airport;A√©roport international de Tunis-Carthage, ўЕЎЈЎІЎ± Ў™ўИўЖЎ≥ ўВЎ±ЎЈЎІЎђ ЎІўДЎѓўИўДўК;
44483;TN-0002;large_airport;Enfidha - Hammamet International Airport;36,075833;10,438611;21;AF;TN;TN-51;Enfidha;yes;DTNH;NBE;DTNH;http://www.enfidhahammametairport.com/;https://en.wikipedia.org/wiki/Enfidha_%E2%80%93_Hammamet_International_Airport;DTNH;
3251;HTDA;large_airport;Julius Nyerere International Airport;-6,87811;39,202599;182;AF;TZ;TZ-02;Dar es Salaam;yes;HTDA;DAR;;http://www.tanzaniairports.com/;https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport;HTJN, Mwalimu Julius K. Nyerere, Dar es Salaam International Airport;
3260;HTZA;large_airport;Abeid Amani Karume International Airport;-6,22202;39,224899;54;AF;TZ;TZ-07;Zanzibar;yes;HTZA;ZNZ;;;https://en.wikipedia.org/wiki/Zanzibar_International_Airport;HTAK, Zanzibar Airport, Kiembi Samaki;
3263;HUEN;large_airport;Entebbe International Airport;0,042386;32,443501;3782;AF;UG;UG-C;Kampala;yes;HUEN;EBB;;https://entebbe-airport.com/;https://en.wikipedia.org/wiki/Entebbe_International_Airport;;
2775;FACT;large_airport;Cape Town International Airport;-33,9648017883;18,6016998291;151;AF;ZA;ZA-WC;Cape Town;yes;FACT;CPT;;http://www.airports.co.za/home.asp?pid=229;https://en.wikipedia.org/wiki/Cape_Town_International_Airport;Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport;
2783;FAGG;large_airport;George Airport;-34,0056;22,378902;648;AF;ZA;ZA-WC;George;yes;FAGG;GRJ;;;https://en.wikipedia.org/wiki/George_Airport;PW Botha Airport;
300795;FALE;large_airport;King Shaka International Airport;-29,6144444444;31,1197222222;295;AF;ZA;ZA-NL;Durban;yes;FALE;DUR;;;https://en.wikipedia.org/wiki/King_Shaka_International_Airport;La Mercy Airport;
31055;FAOR;large_airport;OR Tambo International Airport;-26,1392;28,246;5558;AF;ZA;ZA-GT;Johannesburg;yes;FAOR;JNB;;;;Johannesburg International Airport;
2894;FLLS;large_airport;Kenneth Kaunda International Airport;-15,3308;28,4526;3779;AF;ZM;ZM-09;Lusaka;yes;FLKK;LUN;;http://www.nacl.co.zm/?page_id=336;https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport;;
3005;FVHA;large_airport;Robert Gabriel Mugabe International Airport;-17,931801;31,0928;4887;AF;ZW;ZW-HA;Harare;yes;FVRG;HRE;;;https://en.wikipedia.org/wiki/Harare_International_Airport;FVHA,Harare;
5226;OMAA;large_airport;Abu Dhabi International Airport;24,433000564575200;54,651100158691400;88;AS;AE;AE-AZ;Abu Dhabi;yes;OMAA;AUH;;http://www.abudhabiairport.ae/;https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport;;
5235;OMDB;large_airport;Dubai International Airport;25,2527999878;55,3643989563;62;AS;AE;AE-DU;Dubai;yes;OMDB;DXB;;http://www.dubaiairport.com/dia/english/home/;https://en.wikipedia.org/wiki/Dubai_International_Airport;ўЕЎЈЎІЎ± ЎѓЎ®ўК ЎІўДЎѓўИўДўКвАО;
300320;OMDW;large_airport;Al Maktoum International Airport;24,896356;55,161389;114;AS;AE;AE-DU;Jebel Ali;yes;OMDW;DWC;;https://www.dubaiairports.ae/;https://en.wikipedia.org/wiki/Al_Maktoum_International_Airport;;
5239;OMSJ;large_airport;Sharjah International Airport;25,32859992980960;55,5172004699707;111;AS;AE;AE-SH;Sharjah;yes;OMSJ;SHJ;;;https://en.wikipedia.org/wiki/Sharjah_International_Airport;;
6446;UDYZ;large_airport;Zvartnots International Airport;40,1473007202;44,3959007263;2838;AS;AM;AM-ER;Yerevan;yes;UDYZ;EVN;;http://www.aia-zvartnots.aero/;https://en.wikipedia.org/wiki/Zvartnots_International_Airport;UGEE, Erevan Airport, Erivan Airport, –Р—Н—А–Њ–њ–Њ—А—В –Ч–≤–∞—А—В–љ–Њ—Ж, –Р—Н—А–Њ–њ–Њ—А—В –Х—А–µ–≤–∞–љ;
6440;UBBB;large_airport;Heydar Aliyev International Airport;40,467498779296900;50,04669952392580;10;AS;AZ;AZ-BA;Baku;yes;UBBB;GYD;;http://www.airport-baku.com/;https://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport;BAK, Bina International Airport, Heyd…Щr ∆Пliyev adƒ±na beyn…Щlxalq hava limanƒ±;
26534;VGZR;large_airport;Hazrat Shahjalal International Airport;23,843347;90,397783;30;AS;BD;BD-3;Dhaka;yes;VGHS;DAC;;;https://en.wikipedia.org/wiki/Shahjalal_International_Airport;VGZR, Zia International Airport, Dacca International Airport, Hazrat Shahjalal International Airport;
5079;OBBI;large_airport;Bahrain International Airport;26,27079963684080;50,63359832763670;6;AS;BH;BH-15;Manama;yes;OBBI;BAH;;http://www.bahrainairport.com/;https://en.wikipedia.org/wiki/Bahrain_International_Airport;ўЕЎЈЎІЎ± ЎІўДЎ®Ў≠Ў±ўКўЖ ЎІўДЎѓўИўДўК;
26819;WBSB;large_airport;Brunei International Airport;4,944200038909910;114,9280014038090;73;AS;BN;BN-BM;Bandar Seri Begawan;yes;WBSB;BWN;;;https://en.wikipedia.org/wiki/Brunei_International_Airport;;
329666;CN-0083;large_airport;Guodu Air Base;36,001741;117,63201;;AS;CN;CN-37;Xintai, Tai'an;no;;;;;;;
332096;YNT;large_airport;Yantai Penglai International Airport;37,657222;120,987222;154;AS;CN;CN-37;Yantai;yes;ZSYT;YNT;;http://www.ytairport.com.cn/;https://en.wikipedia.org/wiki/Yantai_Penglai_International_Airport;;
27188;ZBAA;large_airport;Beijing Capital International Airport;40,080101013183600;116,58499908447300;116;AS;CN;CN-11;Beijing;yes;ZBAA;PEK;;http://en.bcia.com.cn/;https://en.wikipedia.org/wiki/Beijing_Capital_International_Airport;BJS, Bejing, Peking, Olympics;
330820;ZBAD;large_airport;Beijing Daxing International Airport;39,509945;116,41092;98;AS;CN;CN-13;Beijing / Langfang;yes;ZBAD;PKX;;;https://en.wikipedia.org/wiki/Beijing_Daxing_International_Airport;;
27189;ZBHH;large_airport;Baita International Airport;40,851398;111,823997;3556;AS;CN;CN-15;Hohhot;yes;ZBHH;HET;;http://www.hhhtbtjc.com/;https://en.wikipedia.org/wiki/Hohhot_Baita_International_Airport;;
44093;ZBNY;large_airport;Beijing Nanyuan Airport;39,782798767089800;116,38800048828100;;AS;CN;CN-11;Beijing;yes;ZBNY;NAY;;;https://en.wikipedia.org/wiki/Nanyuan_Airport;;
27192;ZBTJ;large_airport;Tianjin Binhai International Airport;39,124401092500000;117,346000671;10;AS;CN;CN-12;Tianjin;yes;ZBTJ;TSN;;;https://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport;;
27193;ZBYN;large_airport;Taiyuan Wusu Airport;37,74689865112310;112,62799835205100;2575;AS;CN;CN-14;Taiyuan;yes;ZBYN;TYN;;;https://en.wikipedia.org/wiki/Taiyuan_Wusu_Airport;;
27194;ZGGG;large_airport;Guangzhou Baiyun International Airport;23,392401;113,299004;50;AS;CN;CN-44;Huadu, Guangzhou;yes;ZGGG;CAN;;http://www.baiyunairport.com/english/index.jsp;https://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport;;
27195;ZGHA;large_airport;Changsha Huanghua International Airport;28,189199447600000;113,220001221;217;AS;CN;CN-43;Changsha;yes;ZGHA;CSX;;;https://en.wikipedia.org/wiki/Changsha_Huanghua_International_Airport;йХњж≤ЩйїДиК±еЫљйЩЕжЬЇеЬЇ;
27196;ZGKL;large_airport;Guilin Liangjiang International Airport;25,2181;110,039001;570;AS;CN;CN-45;Guilin (Lingui);yes;ZGKL;KWL;;;https://en.wikipedia.org/wiki/Guilin_Liangjiang_International_Airport;;
27197;ZGNN;large_airport;Nanning Wuxu Airport;22,608299;108,171997;421;AS;CN;CN-45;Nanning (Jiangnan);yes;ZGNN;NNG;;http://www.nnairport.com/;https://en.wikipedia.org/wiki/Nanning_Wuxu_International_Airport;еНЧеЃБеРіеЬ©жЬЇеЬЇ, Nanning Wuxu Air Base;
27198;ZGSZ;large_airport;Shenzhen Bao'an International Airport;22,639299;113,810997;13;AS;CN;CN-44;Bao'an, Shenzhen;yes;ZGSZ;SZX;;http://eng.szairport.com/;https://en.wikipedia.org/wiki/Shenzhen_Bao'an_International_Airport;Baoan, Huangtian Airport;
27199;ZHCC;large_airport;Zhengzhou Xinzheng International Airport;34,519699096700000;113,841003418;495;AS;CN;CN-41;Zhengzhou;yes;ZHCC;CGO;;;https://en.wikipedia.org/wiki/Zhengzhou_Xinzheng_International_Airport;Xinzheng Airport;
27200;ZHHH;large_airport;Wuhan Tianhe International Airport;30,7838;114,208;113;AS;CN;CN-42;Wuhan;yes;ZHHH;WUH;;http://www.whairport.com/;https://en.wikipedia.org/wiki/Wuhan_Tianhe_International_Airport;;
27201;ZJHK;large_airport;Haikou Meilan International Airport;19,9349;110,459;75;AS;CN;CN-46;Haikou (Meilan);yes;ZJHK;HAK;;;https://en.wikipedia.org/wiki/Haikou_Meilan_International_Airport;ZGHK;
27202;ZJSY;large_airport;Sanya Phoenix International Airport;18,3029;109,412003;92;AS;CN;CN-46;Sanya (Tianya);yes;ZJSY;SYX;;;https://en.wikipedia.org/wiki/Sanya_Phoenix_International_Airport;;
27205;ZLXY;large_airport;Xi'an Xianyang International Airport;34,447102;108,751999;1572;AS;CN;CN-61;Xi'an;yes;ZLXY;XIY;;http://www.xxia.com/;https://en.wikipedia.org/wiki/Xi'an_Xianyang_International_Airport;и•њеЃЙеТЄйШ≥еЫљйЩЕжЬЇеЬЇ, Xian;
27214;ZPPP;large_airport;Kunming Changshui International Airport;25,1019444;102,9291667;6903;AS;CN;CN-53;Kunming;yes;ZPPP;KMG;;;https://en.wikipedia.org/wiki/Kunming_Changshui_International_Airport;;
27215;ZSAM;large_airport;Xiamen Gaoqi International Airport;24,54400062561040;118,12799835205100;59;AS;CN;CN-35;Xiamen;yes;ZSAM;XMN;;http://www.xiagc.com.cn/enweb/;https://en.wikipedia.org/wiki/Xiamen_Gaoqi_International_Airport;еО¶йЧ®йЂШеіОеЫљйЩЕжЬЇеЬЇ;
27217;ZSFZ;large_airport;Fuzhou Changle International Airport;25,935100555419900;119,66300201416000;46;AS;CN;CN-35;Fuzhou;yes;ZSFZ;FOC;;http://www.xiafz.com.cn/en/index.asp;https://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport;;
27218;ZSHC;large_airport;Hangzhou Xiaoshan International Airport;30,22949981689450;120,43399810791000;23;AS;CN;CN-33;Hangzhou;yes;ZSHC;HGH;;http://www.hzairport.com/;https://en.wikipedia.org/wiki/Hangzhou_Xiaoshan_International_Airport;Hang Zhou, жЭ≠еЈЮиРІе±±еЫљйЩЕжЬЇеЬЇ;
27219;ZSJN;large_airport;Yaoqiang Airport;36,857200622558600;117,21600341796900;76;AS;CN;CN-37;Jinan;yes;ZSJN;TNA;;;https://en.wikipedia.org/wiki/Jinan_Yaoqiang_Airport;;
27220;ZSNB;large_airport;Ningbo Lishe International Airport;29,82670021057130;121,46199798584000;13;AS;CN;CN-33;Ningbo;yes;ZSNB;NGB;;;https://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport;;
27221;ZSNJ;large_airport;Nanjing Lukou Airport;31,742000579834000;118,86199951171900;49;AS;CN;CN-32;Nanjing;yes;ZSNJ;NKG;;;https://en.wikipedia.org/wiki/Nanjing_Lukou_International_Airport;;
27223;ZSPD;large_airport;Shanghai Pudong International Airport;31,143400192260700;121,80500030517600;13;AS;CN;CN-31;Shanghai;yes;ZSPD;PVG;;;https://en.wikipedia.org/wiki/Shanghai_Pudong_International_Airport;;
27225;ZSSS;large_airport;Shanghai Hongqiao International Airport;31,197900772094700;121,33599853515600;10;AS;CN;CN-31;Shanghai;yes;ZSSS;SHA;;;https://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport;;
32672;ZSWZ;large_airport;Wenzhou Longwan International Airport;27,912201;120,851997;;AS;CN;CN-33;Wenzhou;yes;ZSWZ;WNZ;;;https://en.wikipedia.org/wiki/Wenzhou_Longwan_International_Airport;жЄ©еЈЮж∞ЄеЉЇжЬЇеЬЇ, Wenzhou Yongqiang Airport;
27228;ZUCK;large_airport;Chongqing Jiangbei International Airport;29,719200134277300;106,64199829101600;1365;AS;CN;CN-50;Chongqing;yes;ZUCK;CKG;;;https://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport;;
27229;ZUGY;large_airport;Longdongbao Airport;26,53849983215330;106,8010025024410;3736;AS;CN;CN-52;Guiyang;yes;ZUGY;KWE;;;https://en.wikipedia.org/wiki/Guiyang_Longdongbao_Airport;Kaiyang Guiyang Air Base, Guiyang Air Base;
27230;ZUUU;large_airport;Chengdu Shuangliu International Airport;30,578500747680700;103,9469985961910;1625;AS;CN;CN-51;Chengdu;yes;ZUUU;CTU;;http://www.cdairport.com/cdairport/en_front/index.jsp;https://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport;жИРйГљеПМжµБеЫљйЩЕжЬЇеЬЇ;
27236;ZWWW;large_airport;√Ьr√Љmqi Diwopu International Airport;43,907100677490200;87,47419738769530;2125;AS;CN;CN-65;√Ьr√Љmqi;yes;ZWWW;URC;;;https://en.wikipedia.org/wiki/%C3%9Cr%C3%BCmqi_Diwopu_International_Airport;;
27238;ZYHB;large_airport;Taiping Airport;45,6234016418457;126,25;457;AS;CN;CN-23;Harbin;yes;ZYHB;HRB;;;https://en.wikipedia.org/wiki/Harbin_Taiping_International_Airport;;
27242;ZYTL;large_airport;Dalian Zhoushuizi International Airport;38,965698;121,539001;107;AS;CN;CN-21;Ganjingzi, Dalian;yes;ZYTL;DLC;;;https://en.wikipedia.org/wiki/Dalian_Zhoushuizi_International_Airport;Dalian Air Base;
27243;ZYTX;large_airport;Shenyang Taoxian International Airport;41,639801;123,483002;198;AS;CN;CN-21;Hunnan, Shenyang;yes;ZYTX;SHE;;;https://en.wikipedia.org/wiki/Shenyang_Taoxian_International_Airport;;
3980;LCLK;large_airport;Larnaca International Airport;34,875099182128900;33,624900817871100;8;AS;CY;CY-04;Larnarca;yes;LCLK;LCA;;http://www.cyprusairports.com.cy/showpage.php?PageID=2;https://en.wikipedia.org/wiki/Larnaca_International_Airport;ќФќєќµќЄќљќ≠ѕВ AќµѕБќњќіѕБѕМќЉќєќњ ќЫќђѕБќљќ±ќЇќ±ѕВ;
3981;LCPH;large_airport;Paphos International Airport;34,71799850463870;32,48569869995120;41;AS;CY;CY-06;Paphos;yes;LCPH;PFO;;http://paphosinternationalairport.com/index_papxmas.html;https://en.wikipedia.org/wiki/Paphos_International_Airport;Pafos, Mandria, Kouklia, ќФќєќµќЄќљќЃѕВ ќСќµѕБќњќїќєќЉќ≠ќљќ±ѕВ ќ†ќђѕЖќњѕЕ;
6453;UGTB;large_airport;Tbilisi International Airport;41,6692008972;44,95470047;1624;AS;GE;GE-TB;Tbilisi;yes;UGTB;TBS;;http://www.tbilisiairport.com/;https://en.wikipedia.org/wiki/Tbilisi_International_Airport;бГЧбГСбГШбГЪбГШбГ°бГШбГ° бГ°бГРбГФбГ†бГЧбГРбГ®бГЭбГ†бГШбГ°бГЭ бГРбГФбГ†бГЭбГЮбГЭбГ†бГҐбГШ;
26535;VHHH;large_airport;Hong Kong International Airport;22,308901;113,915001;28;AS;HK;HK-U-A;Islands, New Territories;yes;VHHH;HKG;;http://www.hongkongairport.com/;https://en.wikipedia.org/wiki/Hong_Kong_International_Airport;Chek Lap Kok Airport, иµ§й±≤иІТж©Яе†і;
309298;ID-0017;large_airport;Aji Pangeran Tumenggung Pranoto International Airport;-0,374448;117,249392;73;AS;ID;ID-KI;Samarinda;yes;WALS;AAP;;http://www.proyek.dishubprovkaltim.info/?pro=1;https://en.wikipedia.org/wiki/Samarinda_International_Airport;Sungai Siring Airport, ўБЎ±ўИЎѓЏѓЎІўЗ Ў≥џМЎ±џМўЖЏѓ;
26745;WAAA;large_airport;Hasanuddin International Airport;-5,061629772186280;119,55400085449200;47;AS;ID;ID-SN;Ujung Pandang-Celebes Island;yes;WAAA;UPG;;;https://en.wikipedia.org/wiki/Hasanuddin_International_Airport;;
26751;WADD;large_airport;Ngurah Rai (Bali) International Airport;-8,7481698989868;115,16699981689;14;AS;ID;ID-BA;Denpasar-Bali Island;yes;WADD;DPS;;http://www.angkasapura1.co.id/eng/location/bali.htm;https://en.wikipedia.org/wiki/Ngurah_Rai_Airport;WRRR;
26755;WAJJ;large_airport;Sentani International Airport;-2,57695;140,516006;289;AS;ID;ID-PA;Jayapura-Papua Island;yes;WAJJ;DJJ;;https://sentani-airport.co.id/en;https://en.wikipedia.org/wiki/Sentani_International_Airport;;
26789;WARR;large_airport;Juanda International Airport;-7,3798298835754400;112,78700256347700;9;AS;ID;ID-JI;Surabaya;yes;WARR;SUB;;http://www.juanda-airport.com/;https://en.wikipedia.org/wiki/Juanda_International_Airport;WRSJ;
32634;WAXX;large_airport;Domine Eduard Osok Airport;-0,894;131,287;10;AS;ID;ID-PB;Sorong-Papua Island;yes;WASS;SOQ;;;https://en.wikipedia.org/wiki/Domine_Eduard_Osok_Airport;WAXX;
26835;WIII;large_airport;Soekarno-Hatta International Airport;-6,1255698204;106,65599823;34;AS;ID;ID-BT;Jakarta;yes;WIII;CGK;;http://www.jakartasoekarnohattaairport.com/;https://en.wikipedia.org/wiki/Soekarno-Hatta_International_Airport;JKT, Cengkareng, Java;
309577;WIMM;large_airport;Kualanamu International Airport;3,642222;98,885278;23;AS;ID;ID-SU;;yes;WIMM;KNO;;http://www.kualanamu-airport.co.id/;https://en.wikipedia.org/wiki/Kualanamu_International_Airport;;
4411;LLBG;large_airport;Ben Gurion International Airport;32,01139831542970;34,88669967651370;135;AS;IL;IL-M;Tel Aviv;yes;LLBG;TLV;;http://www.iaa.gov.il/Rashat/en-US/Airports/BenGurion/;https://en.wikipedia.org/wiki/Ben_Gurion_International_Airport;;
330388;LLER;large_airport;Ramon Airport;29,723694;35,011416;288;AS;IL;IL-D;Eilat;yes;LLER;ETM;;;https://en.wikipedia.org/wiki/Ramon_Airport#Airlines_and_destinations;;
26434;VABB;large_airport;Chhatrapati Shivaji International Airport;19,0886993408;72,8678970337;39;AS;IN;IN-MM;Mumbai;yes;VABB;BOM;;http://www.csia.in/;https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport;Bombay, Sahar International Airport;
